Vehicle ID,Make,Short Model,Long Model,Trim,Derivative,Year introduced,Year discontinued,Currently Available
74907,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A160 SE 5dr,2016,,Y
74908,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A160 SE 5dr Auto,2016,,Y
74909,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A160 SE Executive 5dr,2016,,Y
74910,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A160 SE Executive 5dr Auto,2016,,Y
74911,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport 5dr,2016,,Y
74912,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport 5dr Auto,2016,,Y
74913,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Executive 5dr,2016,,Y
74914,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Executive 5dr Auto,2016,,Y
74915,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Premium 5dr,2016,,Y
74916,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Premium 5dr Auto,2016,,Y
74917,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Premium Plus 5dr,2016,,Y
74918,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A160 Sport Premium Plus 5dr Auto,2016,,Y
74919,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line 5dr,2016,,Y
74920,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line 5dr Auto,2016,,Y
74921,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Executive 5dr,2016,,Y
74922,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Executive 5dr Auto,2016,,Y
74923,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Premium 5dr,2016,,Y
74924,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Premium 5dr Auto,2016,,Y
74925,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Premium Plus 5dr,2016,,Y
74926,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A160 AMG Line Premium Plus 5dr Auto,2016,,Y
71831,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A180 SE 5dr,2015,,Y
71832,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A180 SE 5dr Auto,2015,,Y
71833,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A180 SE Executive 5dr,2015,,Y
71834,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,SE,A180 SE Executive 5dr Auto,2015,,Y
71835,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport 5dr,2015,,Y
71836,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport 5dr Auto,2015,,Y
71837,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Executive 5dr,2015,,Y
71838,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Executive 5dr Auto,2015,,Y
71839,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Premium 5dr,2015,,Y
71840,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Premium 5dr Auto,2015,,Y
71841,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Premium Plus 5dr,2015,,Y
71842,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A180 Sport Premium Plus 5dr Auto,2015,,Y
71843,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line 5dr,2015,,Y
71844,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line 5dr Auto,2015,,Y
71845,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Executive 5dr,2015,,Y
71846,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Executive 5dr Auto,2015,,Y
71847,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Premium 5dr,2015,,Y
71848,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Premium 5dr Auto,2015,,Y
71849,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Premium Plus 5dr,2015,,Y
71850,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A180 AMG Line Premium Plus 5dr Auto,2015,,Y
71851,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport 5dr,2015,,Y
71852,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport 5dr Auto,2015,,Y
71853,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Executive 5dr,2015,,Y
71854,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Executive 5dr Auto,2015,,Y
71855,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Premium 5dr,2015,,Y
71856,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Premium 5dr Auto,2015,,Y
71857,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Premium Plus 5dr,2015,,Y
71858,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,Sport,A200 Sport Premium Plus 5dr Auto,2015,,Y
71859,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line 5dr,2015,,Y
71860,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line 5dr Auto,2015,,Y
71861,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Executive 5dr,2015,,Y
71862,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Executive 5dr Auto,2015,,Y
71863,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Premium 5dr,2015,,Y
71864,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Premium 5dr Auto,2015,,Y
71865,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Premium Plus 5dr,2015,,Y
71866,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,AMG Line,A200 AMG Line Premium Plus 5dr Auto,2015,,Y
71867,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 AMG 5dr,2015,,Y
71868,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 AMG 5dr Auto,2015,,Y
71869,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 AMG Premium 5dr,2015,,Y
71870,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 AMG Premium 5dr Auto,2015,,Y
71871,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 4Matic AMG 5dr Auto,2015,,Y
71872,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,250 AMG,A250 4Matic AMG Premium 5dr Auto,2015,,Y
71873,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A180d SE 5dr,2015,,Y
71878,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A180d SE 5dr Auto,2015,,Y
71879,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A180d SE Executive 5dr,2015,,Y
71880,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A180d SE Executive 5dr Auto,2015,,Y
71881,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport 5dr,2015,,Y
71882,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport 5dr Auto,2015,,Y
71883,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Executive 5dr,2015,,Y
71884,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Executive 5dr Auto,2015,,Y
71885,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Premium 5dr,2015,,Y
71886,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Premium 5dr Auto,2015,,Y
71887,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Premium Plus 5dr,2015,,Y
71888,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A180d Sport Premium Plus 5dr Auto,2015,,Y
71889,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line 5dr,2015,,Y
71890,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line 5dr Auto,2015,,Y
71891,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Executive 5dr,2015,,Y
71892,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Executive 5dr Auto,2015,,Y
71893,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Premium 5dr,2015,,Y
71894,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Premium 5dr Auto,2015,,Y
71895,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Premium Plus 5dr,2015,,Y
71896,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A180d AMG Line Premium Plus 5dr Auto,2015,,Y
71897,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A200d SE 5dr,2015,,Y
71898,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A200d SE 5dr Auto,2015,,Y
71899,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A200d SE Executive 5dr,2015,,Y
71900,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,SE,A200d SE Executive 5dr Auto,2015,,Y
71901,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport 5dr,2015,,Y
71902,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport 5dr Auto,2015,,Y
71903,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Executive 5dr,2015,,Y
71904,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Executive 5dr Auto,2015,,Y
71905,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Premium 5dr,2015,,Y
71906,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Premium 5dr Auto,2015,,Y
71907,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Premium Plus 5dr,2015,,Y
71908,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,Sport,A200d Sport Premium Plus 5dr Auto,2015,,Y
71909,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line 5dr,2015,,Y
71910,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line 5dr Auto,2015,,Y
71911,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Executive 5dr,2015,,Y
71912,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Executive 5dr Auto,2015,,Y
71913,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Premium 5dr,2015,,Y
71914,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Premium 5dr Auto,2015,,Y
71915,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Premium Plus 5dr,2015,,Y
71916,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A200d AMG Line Premium Plus 5dr Auto,2015,,Y
71917,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d AMG Line 5dr Auto,2015,,Y
71918,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d AMG Line Executive 5dr Auto,2015,,Y
71919,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d AMG Line Premium 5dr Auto,2015,,Y
71920,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d AMG Line Premium Plus 5dr Auto,2015,,Y
71921,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d 4Matic AMG Line 5dr Auto,2015,,Y
71922,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d 4Matic AMG Line Executive 5dr Auto,2015,,Y
71923,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d 4Matic AMG Line Premium 5dr Auto,2015,,Y
71924,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,AMG Line,A220d 4Matic AMG Line Premium Plus 5dr Auto,2015,,Y
78501,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A160 WhiteArt 5dr,2017,,Y
78502,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A160 WhiteArt 5dr Auto,2017,,Y
78503,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A160 WhiteArt Premium Plus 5dr,2017,,Y
78504,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A160 WhiteArt Premium Plus 5dr Auto,2017,,Y
78505,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180 WhiteArt 5dr,2017,,Y
78506,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180 WhiteArt 5dr Auto,2017,,Y
78507,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180 WhiteArt Premium Plus 5dr,2017,,Y
78508,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180 WhiteArt Premium Plus 5dr Auto,2017,,Y
78509,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200 WhiteArt 5dr,2017,,Y
78510,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200 WhiteArt 5dr Auto,2017,,Y
78511,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200 WhiteArt Premium Plus 5dr,2017,,Y
78512,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200 WhiteArt Premium Plus 5dr Auto,2017,,Y
78513,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 AMG WhiteArt 5dr,2017,,Y
78514,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 AMG WhiteArt 5dr Auto,2017,,Y
78515,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 AMG WhiteArt Premium 5dr,2017,,Y
78516,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 AMG WhiteArt Premium 5dr Auto,2017,,Y
78517,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 4Matic AMG WhiteArt 5dr Auto,2017,,Y
78518,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,250 AMG WhiteArt,A250 4Matic AMG WhiteArt Premium 5dr Auto,2017,,Y
78489,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180d WhiteArt 5dr,2017,,Y
78490,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180d WhiteArt 5dr Auto,2017,,Y
78491,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180d WhiteArt Premium Plus 5dr,2017,,Y
78492,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A180d WhiteArt Premium Plus 5dr Auto,2017,,Y
78493,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200d WhiteArt 5dr,2017,,Y
78494,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200d WhiteArt 5dr Auto,2017,,Y
78495,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200d WhiteArt Premium Plus 5dr,2017,,Y
78496,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A200d WhiteArt Premium Plus 5dr Auto,2017,,Y
78497,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A220d WhiteArt 5dr Auto,2017,,Y
78498,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A220d WhiteArt Premium Plus 5dr Auto,2017,,Y
78499,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A220d 4Matic WhiteArt 5dr Auto,2017,,Y
78500,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,WhiteArt,A220d 4Matic WhiteArt Premium Plus 5dr Auto,2017,,Y
71929,MERCEDES-BENZ,A CLASS,A CLASS AMG HATCHBACK,AMG,A45 4Matic 5dr Auto,2015,,Y
71930,MERCEDES-BENZ,A CLASS,A CLASS AMG HATCHBACK,AMG,A45 4Matic Premium 5dr Auto,2015,,Y
78519,MERCEDES-BENZ,A CLASS,A CLASS AMG HATCHBACK SPECIAL EDITIONS,AMG Yellow Night Edition,A45 4Matic Yellow Night Edition 5dr Auto,2017,,Y
66430,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B180 SE 5dr,2014,,Y
66431,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B180 SE 5dr Auto,2014,,Y
66432,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B180 SE Executive 5dr,2014,,Y
66433,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B180 SE Executive 5dr Auto,2014,,Y
66434,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport 5dr,2014,,Y
66435,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport 5dr Auto,2014,,Y
66436,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Executive 5dr,2014,,Y
66437,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Executive 5dr Auto,2014,,Y
66438,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Premium 5dr,2014,,Y
66439,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Premium 5dr Auto,2014,,Y
66440,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Premium Plus 5dr,2014,,Y
66441,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B180 Sport Premium Plus 5dr Auto,2014,,Y
66442,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line 5dr,2014,,Y
66443,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line 5dr Auto,2014,,Y
66444,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Executive 5dr,2014,,Y
66445,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Executive 5dr Auto,2014,,Y
66446,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Premium 5dr,2014,,Y
66447,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Premium 5dr Auto,2014,,Y
66448,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Premium Plus 5dr,2014,,Y
66449,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B180 AMG Line Premium Plus 5dr Auto,2014,,Y
66450,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B200 SE 5dr,2014,,Y
66451,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B200 SE 5dr Auto,2014,,Y
66452,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B200 SE Executive 5dr,2014,,Y
66453,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,SE,B200 SE Executive 5dr Auto,2014,,Y
66454,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport 5dr,2014,,Y
66455,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport 5dr Auto,2014,,Y
66456,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Executive 5dr,2014,,Y
66457,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Executive 5dr Auto,2014,,Y
66458,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Premium 5dr,2014,,Y
66459,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Premium 5dr Auto,2014,,Y
66460,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Premium Plus 5dr,2014,,Y
66461,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B200 Sport Premium Plus 5dr Auto,2014,,Y
66462,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line 5dr,2014,,Y
66463,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line 5dr Auto,2014,,Y
66464,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Executive 5dr,2014,,Y
66465,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Executive 5dr Auto,2014,,Y
66466,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Premium 5dr,2014,,Y
66467,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Premium 5dr Auto,2014,,Y
66468,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Premium Plus 5dr,2014,,Y
66469,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,AMG Line,B200 AMG Line Premium Plus 5dr Auto,2014,,Y
72208,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B250 e Sport 5dr Auto,2015,2017,N
72209,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B250 e Sport Executive 5dr Auto,2015,2017,N
72210,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Sport,B250 e Sport Premium 5dr Auto,2015,2017,N
72211,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Electric Art,B250 e Electric Art 5dr Auto,2015,2017,N
72212,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Electric Art,B250 e Electric Art Executive 5dr Auto,2015,2017,N
72213,MERCEDES-BENZ,B CLASS,B CLASS HATCHBACK,Electric Art,B250 e Electric Art Premium 5dr Auto,2015,2017,N
72066,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,SE,B180d SE 5dr,2015,,Y
72067,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,SE,B180d SE 5dr Auto,2015,,Y
72068,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,SE,B180d SE Executive 5dr,2015,,Y
72069,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,SE,B180d SE Executive 5dr Auto,2015,,Y
72070,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport 5dr,2015,,Y
72071,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport 5dr Auto,2015,,Y
72072,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Executive 5dr,2015,,Y
72073,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Executive 5dr Auto,2015,,Y
72074,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Premium 5dr,2015,,Y
72075,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Premium 5dr Auto,2015,,Y
72076,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Premium Plus 5dr,2015,,Y
72077,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,Sport,B180d Sport Premium Plus 5dr Auto,2015,,Y
72078,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line 5dr,2015,,Y
72079,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line 5dr Auto,2015,,Y
72080,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Executive 5dr,2015,,Y
72081,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Executive 5dr Auto,2015,,Y
72082,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Premium 5dr,2015,,Y
72083,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Premium 5dr Auto,2015,,Y
72084,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Premium Plus 5dr,2015,,Y
72085,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,AMG Line,B180d AMG Line Premium Plus 5dr Auto,2015,,Y
